listing_id	listing_name	location_address	season_month	products	share_size	share_itemsinsharebox	share_availabledate	share_paymentoption	deliverpickup_method	specialproductionmethods	acceptedpayment	FNAP
200418	Rolling Fork Organic Farm CSA	"669 Curtis Road, Gravel Switch, Kentucky 40328"	May to October	"Cherries (sweet, tart, etc.);Currants;;Artichoke;Arugula;Beans, other (lima, etc.);Beets;Broccolini/baby broccoli;Cauliflower;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Kale;Kohlrabi;Mixed leafy greens;Mustard Greens;Okra;Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;;Eggs;Beef/veal (sausage);Lamb (chops, roasts);Pork (bacon);;"	Full shares;Half shares;	CSA decides product based on supply availability;CSA offers options for specific product categories;	2014-08-25	One advance payment prior to the beginning of the delivery season;	Deliver directly to customer's homes;	Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;	Cash;Personal Checks;Debit card/Credit card;	
200419	Colchester Farm Community Supported Agriculture	"P.O. Box 191, Georgetown, Maryland 21930"	May to November	"Apricots;Figs;;Artichoke;Arugula;Beans (string);Beans, other (lima, etc.);Beets;Bok Choy;Broccoli rabe;Broccolini/baby broccoli;Brussels sprouts;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Green beans;Green onions/scallions;Kale;Kohlrabi;Leeks;Lettuce (head, leaf, etc.);Mixed leafy greens;Mizuna;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Cut flowers;Eggs;Fresh and/or dried herbs;"	Full shares;Half shares;	CSA decides product based on supply availability;Farm stand style pickup (customer selects);	2014-05-24	"One advance payment prior to the beginning of the delivery season;Reduced subscription/membership fees in exchange for labor;Reduced subscription/membership fees based on household income;Payments in installments, due before beginning of delivery season;"	Deliver directly to customer's homes;Deliver to one or more neighborhood sites;	"Organic (USDA Certified);Fair labor practices, living wage, fair trade, etc.;No synthetic pesticides or fertilizers;"	Cash;Personal Checks;Debit card/Credit card;	
200420	Inglewood Farm CSA	"6287 Old Baton Rouge Hwy., Alexandria , Louisiana 71302"	Year-round	"Apricots;Cherries (sweet, tart, etc.);Figs;Pears;Plums (black, green, red, etc.);;Artichoke;Arugula;Asparagus;Beans (string);Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Brussels sprouts;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green beans;Kale;Kohlrabi;Leeks;Lettuce (head, leaf, etc.);Mixed leafy greens;Mizuna;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Rutabaga;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Canned or preserved fruits/vegetables: jams, jellies, preserves, salsas, pickles, dried fruit, etc.;Cut flowers;Eggs;Fresh and/or dried herbs;Honey;"	Half shares;	CSA decides product based on supply availability;	2014-08-01	One advance payment prior to the beginning of the delivery season;	Deliver directly to customer's homes;Customers pick up from CSA farm;	Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Humane treatment of animals;	Cash;Personal Checks;Debit card/Credit card;	
200421	Priapi Gardens	"5996 Augustine Herman Hwy., Cecilton, Maryland 21913"	Year-round	"Asian pearsAsian pears;;Artichoke;Arugula;Beans (string);Beans, other (lima, etc.);Beets;Bok Choy;Broccoli rabe;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green beans;Kale;Kohlrabi;Leeks;Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Rutabaga;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Cut flowers;Fresh and/or dried herbs;"	Full shares;Half shares;	CSA decides product based on supply availability;	2014-01-01	One advance payment prior to the beginning of the delivery season;Reduced subscription/membership fees in exchange for labor;	Deliver directly to customer's homes;Deliver to one or more neighborhood sites;	Organic (USDA Certified);USDA Organic;	Cash;Personal Checks;Debit card/Credit card;	
200422	Season's Bounty Farm	"2373 Harpine Hwy. Apt. A, Harrisonburg, Virginia 22802"	June to September	"Pears;;Artichoke;Arugula;Bok Choy;Broccolini/baby broccoli;Carrots;Cauliflower;Cucumbers;Kale;Kohlrabi;Mixed leafy greens;Mustard Greens;Okra;Peanuts;Peas;Peppers, sweet;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Spinach: baby, regular;Squash, winter: butternut, etc.;Swiss chard;Tomatoes (plum, round, etc.);;"	Full shares;Half shares;	CSA decides product based on supply availability;	2014-06-01	One advance payment prior to the beginning of the delivery season;	Deliver directly to customer's homes;Deliver to customers' workplaces;Customers pick up from CSA farm;	Organic (USDA Certified);No pesticides;Humane treatment of animals;	Cash;Personal Checks;	
200423	Zekiah farms LLC	"5235 bryantown rd, Waldorf , Maryland 20601"	Year-round	"Apples;Cherries (sweet, tart, etc.);Currants;Figs;;Artichoke;Beets;Bok Choy;Broccoli rabe;Broccolini/baby broccoli;Cabbage;Carrots;Celery;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Kale;Kohlrabi;Lettuce (head, leaf, etc.);Mizuna;Mustard Greens;Peas;Peppers, hot;Potatoes (new, red, russet, etc.);Pumpkin;Radishes;Rhubarb;Shallots;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Swiss chard;Tomatoes (plum, round, etc.);Turnip greens;;Canned or preserved fruits/vegetables: jams, jellies, preserves, salsas, pickles, dried fruit, etc.;Cut flowers;Eggs;Fresh and/or dried herbs;Honey;Juices and/or non-alcoholic ciders;ChickensBeef/veal (steaks, roasts);Bison (ground);Elk;Goat;Lamb (ground);Lamb (sausage);Pork (cold cuts);Rabbit;Chickens;;"						Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;		
200424	Adelante Mujeres CSA	"2036 Main St. Suite A, Forest Grove, Oregon 97116"	June to October	"Apricots;Cherries (sweet, tart, etc.);Currants;Figs;Pears;Plums (black, green, red, etc.);Watermelons;;Cilantro, Papalo, Pepicha, HuazontleArtichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Green beans;Kale;Kohlrabi;Leeks;Mixed leafy greens;Mustard Greens;Okra;Parsnips;Peanuts;Peas;Peppers, hot;Potatoes (new, red, russet, etc.);Radicchio;Rhubarb;Rutabaga;Shallots;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;Cilantro, Papalo, Pepicha, Huazontle;;"	Full shares;Half shares;Salsa Share;	CSA decides product based on supply availability;	2015-02-02	"One advance payment prior to the beginning of the delivery season;Reduced subscription/membership fees based on household income;For SNAP shares, we charge a cash/check deposit at the beginning of the season and then members make weekly EBT payments when they pick up their shares.;"	Deliver directly to customer's homes;	Organic (USDA Certified);No pesticides;Sustainably Grown;	Personal Checks;Debit card/Credit card;	SNAP;
200425	Lucky #19 Ranch	", Waterford , California 95386"	Year-round	"Apples;Apricots;Avocados;Cantaloupes;Cherries (sweet, tart, etc.);Cranberries;Currants;Dates;Figs;Gooseberries;Grapefruit (red, white, etc.);Grapes (black, green, red, etc.);Kiwi;Mangos, papayas, pineapples and other tropical fruit;Oranges, clementine, mandarins, tangerines, tangelos;Peaches (yellow, white, etc.);Pears;Plums (black, green, red, etc.);Watermelons;;Artichoke;Arugula;Beans (string);Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green beans;Kale;Kohlrabi;Leeks;Lettuce (head, leaf, etc.);Mixed leafy greens;Mizuna;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Peppers, hot;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Rutabaga;Shallots;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Canned or preserved fruits/vegetables: jams, jellies, preserves, salsas, pickles, dried fruit, etc.;Coffee and/or tea;Cut flowers;Dairy products: milk, cheese, etc.;Eggs;Fresh and/or dried herbs;Honey;Juices and/or non-alcoholic ciders;Nuts;Chicken;;Beef/veal (steaks, roasts);Goat;Lamb (ground);Lamb (sausage);Pork (bacon);Pork (cold cuts);;Wild harvested forest products: mushrooms, medicinal herbs, edible fruits and nuts, etc.;"	Half shares;	CSA decides product based on supply availability;	2014-06-15	Payments in installments over the course of each delivery season;	Deliver directly to customer's homes;Deliver to customers' workplaces;Customers pick up from CSA farm;Deliver to one or more neighborhood sites;	Organic (USDA Certified);No pesticides;	Personal Checks;Debit card/Credit card;	
200426	9 Miles East Farm Meal Subscription Service	"136 Goff Road, Schuylerville, New York 12871"	Year-round	Ready-to-eat meals;	Full shares;Half shares;	Customers receive a ready-to-eat meal each week produced in an on-farm commercial kitchen;	2014-01-01	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver directly to customer's homes;Deliver to customers' workplaces;Customers pick up from CSA farm;	"Organic (USDA Certified);No antibiotics;No hormones;Fair labor practices, living wage, fair trade, etc.;"	Cash;Personal Checks;Debit card/Credit card;	
200427	Farm to YOU	"PO Box 1191, Youngstown, Ohio 44501"	Year-round	"Apples;Cherries (sweet, tart, etc.);Currants;Pears;;Artichoke;Arugula;Beans (string);Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Brussels sprouts;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Corn (sweet);Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Green beans;Kale;Kohlrabi;Leeks;Mache/lamb’s lettuce;Mixed leafy greens;Mizuna;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Rutabaga;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Coffee and/or tea;Cut flowers;Dairy products: milk, cheese, etc.;Eggs;Fresh and/or dried herbs;Honey;Maple syrup and/or maple products;Chicken;Turkey;;Beef/veal (cold cuts);Beef/veal (sausage);Beef/veal (steaks, roasts);Bison (steaks, roasts);Elk;Lamb (chops, roasts);Lamb (ground);Pork (bacon);Rabbit;;"	Full shares;Half shares;	CSA decides product based on supply availability;CSA offers options for specific product categories;Customers order specific items in advance of each delivery;	2014-03-03	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;Reduced subscription/membership fees based on household income;	Deliver directly to customer's homes;Deliver to customers' workplaces;	Organic (USDA Certified);No antibiotics;No hormones;Humane treatment of animals;	Cash;Personal Checks;Debit card/Credit card;Paypal;Paypal;	SNAP;
200428	KAI-KAI FARM	"8006 SW KANNER HWY, INDIANTOWN, Florida 34956"	Year-round	"Artichoke;Arugula;Beans (string);Beets;Broccoli;Broccolini/baby broccoli;Brussels sprouts;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green beans;Kale;Kohlrabi;Mache/lamb’s lettuce;Mixed leafy greens;Mizuna;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Fresh and/or dried herbs;"	Full shares;Half shares;	Customers order specific items in advance of each delivery;	2014-10-04	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver directly to customer's homes;Deliver to customers' workplaces;Customers pick up from CSA farm;Deliver to one or more neighborhood sites;	Organic (USDA Certified);	Cash;Personal Checks;Debit card/Credit card;	SNAP;
200429	Evans Knob Farm	"498 Walt Teets Road, Bruceton Mills, West Virginia 26525"	June to October	"Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Corn (sweet);Cucumbers;Eggplant (Italian, Japanese, etc.);Green beans;Kale;Kohlrabi;Lettuce (head, leaf, etc.);Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Rutabaga;Spinach: baby, regular;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (plum, round, etc.);Turnip greens;;Dry beans;Chicken;Turkey;;"	Full shares;Half shares;	CSA decides product based on supply availability;	2014-01-02	"Reduced subscription/membership fees in exchange for labor;down payment at time of registration, equal payments until balance is paid in full;"	Deliver directly to customer's homes;Deliver to one or more neighborhood sites;	Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;Certified Naturally Grown;	Cash;Personal Checks;Debit card/Credit card;	
200430	Blueberry Hills Farm & Nursery	"8080 Subtle Road, Edmonton, Kentucky 42129"	March to November	"Currants;Figs;Plums (black, green, red, etc.);;Arugula;Bok Choy;Broccoli;Broccolini/baby broccoli;Carrots;Cauliflower;Celery;Collard Greens;Cucumbers;Kohlrabi;Mixed leafy greens;Okra;Peanuts;Peppers, hot;Potatoes (new, red, russet, etc.);Pumpkin;Rhubarb;Spinach: baby, regular;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Baked goods: breads, pies, etc.;Canned or preserved fruits/vegetables: jams, jellies, preserves, salsas, pickles, dried fruit, etc.;Eggs;Fresh and/or dried herbs;"	Full shares;Half shares;	"Open for options, if there is something you don' like, you  can trade for other option;"	2014-06-14	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;Reduced subscription/membership fees in exchange for labor;	Deliver directly to customer's homes;Deliver to one or more neighborhood sites;	Organic (USDA Certified);	Cash;Personal Checks;Debit card/Credit card;Wic and Senior Stamps at the market;	WIC;
200431	Just Farmin'	"6887 Devon Drive, Liberty Township, Ohio 45044"	May to October	"Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Green beans;Kale;Kohlrabi;Leeks;Lettuce (head, leaf, etc.);Mache/lamb’s lettuce;Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Shallots;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Cut flowers;"	Full shares;Half shares;	CSA decides product based on supply availability;	2015-05-15	Payments in installments over the course of each delivery season;	Deliver to one or more neighborhood sites;	Organic (USDA Certified);No pesticides;	Cash;Personal Checks;Debit card/Credit card;	
200432	Wellspring Education Center & Organic Farm	"4382 Hickory Rd, West Bend, Wisconsin 53090"	June to November	"Apples;Figs;Pears;Plums (black, green, red, etc.);;Artichoke;Arugula;Beans (string);Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Corn (sweet);Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green beans;Kale;Kohlrabi;Leeks;Lettuce (head, leaf, etc.);Mixed leafy greens;Mizuna;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Peppers, hot;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Rutabaga;Shallots;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Cut flowers;Eggs;Fresh and/or dried herbs;"	Full shares;Half shares;winter/storage shares;	CSA decides product based on supply availability;CSA offers options for specific product categories;	2013-12-07	Reduced subscription/membership fees in exchange for labor;Reduced subscription/membership fees based on household income;Payment installments before the delivery season;	Deliver directly to customer's homes;	Organic (USDA Certified);No pesticides;Humane treatment of animals;	Cash;Personal Checks;Debit card/Credit card;	SNAP;
